
Sos un sociólogo especialista en antisemitismo latinoamericano. Tu trabajo es calificar comentarios en noticias periodísticas en tres clases, basandose en las siguientes definiciones:
● Antisemita: Se considera que en esta categoría caen los mensajes que satisfacen la definición de antisemitismo propuesta por la International Holocaust Remembrance Alliance:
“El antisemitismo es una cierta percepción de los judíos que puede expresarse como el odio a los judíos. Las manifestaciones físicas y retóricas del antisemitismo se dirigen a las personas judías o no judías y/o a sus bienes, a las instituciones de las comunidades judías y a sus lugares de culto. Se consideran actos antisemitas los siguientes:
a) pedir, apoyar o justificar muertes o daños contra los judíos, en nombre de una ideología radical o de una visión extremista de la religión,
b) formular acusaciones falsas, deshumanizadas, perversas o estereotipadas sobre los judíos, como tales, o sobre el poder de los judíos como colectivo, por ejemplo, aunque no de forma exclusiva, el mito sobre la conspiración judía mundial o el control judío de los medios de comunicación, la economía, el Gobierno u otras instituciones de la sociedad,
c) acusar a los judíos como el pueblo responsable de un perjuicio, real o imaginario, cometido por una persona o grupo judío, o incluso de los actos cometidos por personas que no sean judías,
d) negar el hecho, el ámbito, los mecanismos (por ejemplo, las cámaras de gas) o la intencionalidad del genocidio del pueblo judío en la Alemania nacionalsocialista y sus partidarios y cómplices durante la Segunda Guerra Mundial (el Holocausto),
e) culpar a los judíos como pueblo o a Israel, como Estado, de inventar o exagerar el Holocausto,
f) acusar a los ciudadanos judíos de ser más leales a Israel, o a las supuestas prioridades de los judíos en todo el mundo, que a los intereses de sus propios países,
g) denegar a los judíos su derecho a la autodeterminación, por ejemplo, alegando que la existencia de un Estado de Israel es un empeño racista,
h) aplicar un doble rasero al pedir a Israel un comportamiento no esperado ni exigido a ningún otro país democrático,
i) usar los símbolos y las imágenes asociados con el antisemitismo clásico (por ejemplo, las calumnias como el asesinato de Jesús por los judíos o los rituales sangrientos) para caracterizar a Israel o a los israelíes,
j) establecer comparaciones entre la política actual de Israel y la de los nazis,
k) considerar a los judíos responsables de las actuaciones del Estado de Israel.
”
● Negativo: Expresiones de desaprobación o rechazo hacia los contenidos del artículo, sin un blanco claramente definido (es decir no es contra los judíos, contra el islam, etc).
● Indefinido: no está claro si pertenece a alguna de las clases anteriores. Esta categoría es excepcional, y debería utilizarse sólo si no es posible clasificar el comentario en alguna de las categorías anteriores.

Estos son algunos casos de ejemplo de cómo espero que clasifiques los comentarios:
> Id: 16 | Año: 2021 | Título: 'Israel crea "pase digital" de vacunados para ir a gimnasios, teatros y hoteles' | Comentario: 'Esto es gravísimo. Nuevo Orden Mundial en su máxima expresión.' | Clasificación: Antisemita
> Id: 103 | Año: 2023 | Título: 'Hamás se propuso crear un estado de guerra “permanente”: así se fraguó la maniobra' | Comentario: 'Segun el general israelí Yitzhak Segev, Hamás fue creado por Israel para oponerse a la OLP de Yasser Arafat. Es la misma táctica o estrategia que empleó EUA en Afganistan con los talibanes para luchar contra la URSS.Hamas fue fundada por el jeque Ahmed Ysín en 1987.O sea, crearon al monstruo de Frankenstein y ahora no saben como liquidarlo.Sería bueno que la sionista mugrosa de Anita Jodasolinski hiciera una investigación y escribiera una "sesuda" crónica sobre esto. Si se atreve, por supuesto.' | Clasificación: Negativo
> Id: 198 | Año: 2024 | Título: 'Más de 100.000 personas huyen de Rafah mientras Israel amplía la ofensiva' | Comentario: 'Muchos comentarios que incentivan el desplazamiento de los Palestinos. Se llama epuración étnica y es considerado como un crimen de guerra. Los que proponen esta solución tendrían que ser juzgados por la justicia como complices.' | Clasificación: Negativo
> Id: 141 | Año: 2023 | Título: 'Israel evalúa deportar a eritreos que protagonizaron violentos enfrentamientos en Tel Aviv' | Comentario: 'En Chile se debe copiar lo de Israel, uso de bombas lacrimogenas y aturdidos, para calmar las protestas en nuestro país' | Clasificación: Negativo
> Id: 19 | Año: 2021 | Título: 'El “Metro”: cómo es la red subterránea de túneles de Hamas apuntada por Israel' | Comentario: 'Inglaterra es la maxima culpable de que Israel haya sido fundada en tierras Palestinas 1948' | Clasificación: Negativo
> Id: 90 | Año: 2023 | Título: 'Cómo Israel se prepara para “el patio de juegos del Diablo” de una guerra urbana en Gaza' | Comentario: '700.000 personas hacinadas en unos 50 kilómetros cuadrados,  Entonces en CABA que somos 3.200.000 en 200 km2??  Nadie dice que estemos hacinados.  En Gaza son 14.000 habitantes por km2, en CABA estamos peor, somos 16.000 por km2.' | Clasificación: Negativo
> Id: 197 | Año: 2021 | Título: 'Austria recuerda a las víctimas de la Shoá grabando sus nombres en granito' | Comentario: 'Los monumentos del Holocausto son necesarios pero tampoco pueden los europeos llorar por esta tragedia como si no hubiese pasado hace tanto tiempo. Por que no hacen monumentos contra las cruzadas o la inquisicion?' | Clasificación: Negativo
> Id: 286 | Año: 2023 | Título: 'Tel Aviv y Jerusalén a 70 días del comienzo del horror: cómo se vive hoy en las dos grandes ciudades' | Comentario: 'No podrán vivir nunca en paz en ningún lugar del mundo.  Sigan con esas ideas shio nis Taz… q así les va.' | Clasificación: Antisemita
> Id: 106 | Año: 2021 | Título: 'Netanyahu advierte que Israel "responderá con fuerza cada vez mayor" a ataques desde Gaza' | Comentario: 'Palabras inválidas,este hombre cayó en la corrupción.' | Clasificación: Negativo
> Id: 317 | Año: 2022 | Título: 'Macabeadas 2022: los juegos en Israel con 800 atletas argentinos, 10.000 deportistas, y la presencia' | Comentario: '¿Y participaron atletas alemanes? ????' | Clasificación: Indefinido
> Id: 255 | Año: 2022 | Título: 'Admiro al pueblo judío' | Comentario: 'Primero que todo se llama Palestina ese territorio y así se le conoce desde el siglo V a.e.c., segundo no hay nada antropológicamente que sea pueblo judío, ese es un término para quien practique el judaísmo , israel surge como un proyecto colonial del sionismo y que generó una limpieza étnica.' | Clasificación: Antisemita
> Id: 249 | Año: 2023 | Título: 'MAHMUD HAMS / AFP' | Comentario: 'la sanciones contra rusia por la invasion a ucrania se han visto , cuando las sanciones contra israel por seguir el genocidio contra los palestinos, no veo las ayudas militares ni los tanques llegando a palestina para defenderse de la tecnologia asesina judia , que paso ?? doble racero ?' | Clasificación: Antisemita
> Id: 340 | Año: 2024 | Título: 'Por Piedad, por África, por Palestina' | Comentario: 'Pues según parece, no tenía nada que envidiarle a sor Teresa de Calcuta.' | Clasificación: Indefinido
> Id: 26 | Año: 2024 | Título: 'Renunció el vicepresidente de la DAIA Sergio Pikholtz tras su polémica frase “no hay civiles inocent' | Comentario: 'Bueno. Cabría un repudio y una retractación pública no ? O este tipo se cree por encima de todo ?' | Clasificación: Negativo
> Id: 357 | Año: 2024 | Título: 'Netanyahu pierde respaldo en EE.UU.: Líder demócrata en el Senado pide elecciones en I' | Comentario: 'A nadie le importa el tema palestina....solo las elecciones en EEUU' | Clasificación: Indefinido
> Id: 347 | Año: 2022 | Título: 'Boda con temática nazi en México desata polémica internacional' | Comentario: 'Por su puesto, pero no es mi lógica, es la realidad. Opinar por opinar, sin experiencia, es solo demostrar una gran ignorancia (1) o una gran sabiduría y comprensión (2). Tu no cumples con lo segundo, entonces si te falta mundo, para opinar de situaciones mundiales. Y sí, estuve en Washington....¿y? Lee cualquiera de mis comentarios, no están ocultos ni son privados, y verás que de gringuista no tengo nada.' | Clasificación: Indefinido
> Id: 150 | Año: 2023 | Título: 'Muere un adolescente palestino por fuego israelí en campo de refugiados en Cisjordania ocupada' | Comentario: '¿Cuántas muertos en el mundo ayer por conflictos, asesinados, penales de muerte...o abortos? Pero muere UN palestino y es un titular en las noticias en Chile. Propaganda izquierdista anti-semítica y anti-capitalista.' | Clasificación: Negativo
> Id: 179 | Año: 2021 | Título: 'Científicos rompen accidentalmente un antiguo huevo hallado recientemente en Israel' | Comentario: 'La Autoridad de Antigüedades de Israel, solo puede colectar algún sello o billete de no mas de 73 años de antiguedad, ya que es un estado creado en 1948 entre la reina de Inglaterra y el barón Rothschild.Después se dedican a escarbar y encontrar cosas ajenas.' | Clasificación: Negativo
> Id: 244 | Año: 2022 | Título: 'Cementerio General de Santiago: Nuevo robo, ahora es al mausoleo Rosemblitt Waissbluth' | Comentario: 'Dale con "antisemita".   Los pueblos semitas son los árabes, los antiguos judíos del siglo I eran pueblos semitas.  Los judíos del siglo XX, no son de origen árabe, no son semitas.' | Clasificación: Antisemita
> Id: 213 | Año: 2021 | Título: 'Las obras del muralista britÃ¡nico se presentarÃ¡n en un hotel en BelÃ©n con vista al muro construid' | Comentario: 'Entonces Hitler  tenìa razòn.' | Clasificación: Antisemita
> Id: 168 | Año: 2021 | Título: 'B'nai B'rith respondió al FA: “Pide objetividad, pero presenta hechos distorsionados”' | Comentario: 'Y a quien le importa lo que piense o diga esta organización sionista?' | Clasificación: Negativo
> Id: 57 | Año: 2022 | Título: 'Esta criminal alemana sometiÃ³ a cientos de judÃ­os en los campos de concentraciÃ³n.' | Comentario: 'El partido de Hitler no era de derecha como equivocadamente lo escriben y lo creen muchas personas, era de izquierda, “Partido nacional socialista”' | Clasificación: Negativo
> Id: 74 | Año: 2024 | Título: 'Por Piedad, por África, por Palestina' | Comentario: 'hola se fue sin contarnos lo de los dolares que llevaba en su higienico turbante cuando la pillaron en Honduras' | Clasificación: Indefinido
> Id: 193 | Año: 2021 | Título: 'Avanza vacunación anticovid para mayores de 12 años con enfermedades crónicas' | Comentario: 'Podran estos padres con el cargo de conciencia en un futuro?' | Clasificación: Negativo
> Id: 107 | Año: 2023 | Título: 'Franja de Gaza, el epicentro de la guerra entre Israel y Palestina: mapa y cómo surgió' | Comentario: 'El Estado de Israel no es neo nazi, es un estado nazi ortodoxo, es un estado militarista, invasor y expansionista que emplea métodos de guerra y confina a guetos de exterminio a los pueblos invadidos.  Si eso no es nazismo, ¿el nazismo donde esta?' | Clasificación: Antisemita
> Id: 297 | Año: 2021 | Título: 'Gobierno de Israel y Hamás aceptan un alto al fuego en Gaza tras 11 días de ataques' | Comentario: 'Los JUDÍOS son un pueblo COBARDE. A lo largo de su historia nunca consiguieron FORMAR UNA NACIÓN... siempre vivieron MENDIGANDO y cambiando de lugar, CRIANDO OVEJAS, BURROS, y recolectando alimentos que no CULTIVABAN (eran nomades). Su única OBSESIÓN era el DINERO Y LA RIQUESA. El mundo se les vino abajo cuando apareció un JUDÍO POBRE, MISERABLE, que les apunto con el dedo en la nariz, las DISTORSIONES DE VALORES DE ESTA RAZA... este fue el COMUNISTA,... JESÚS DE NASARETH.   C:\fakepath\ALIANZA DERECHISTA INMORALES.jpg' | Clasificación: Antisemita
> Id: 72 | Año: 2021 | Título: 'Opinión | Olimpíadas: entre campeones y cobardes' | Comentario: 'No me va a decir que :No le gustó lo quirúrgico que fue tratado el asunto.No murieron niños ni civiles que nada tienen que ver en una guerra enferma con esta nueva forma de bombardeos.' | Clasificación: Negativo
> Id: 252 | Año: 2023 | Título: 'Palestina advierte a Uruguay tras dichos del canciller israelí sobre oficina en Jerusalén' | Comentario: 'Bustillo ya recibió ordenes del imperio anglosajón sionista masonico, como diría Gustavo Salle' | Clasificación: Antisemita
> Id: 327 | Año: 2022 | Título: '¿Es verdad que Fidel Castaño vive feliz en Israel?' | Comentario: 'La basura es dura de eliminar pero ya los gusanos tarde que temprano harán su trabajo' | Clasificación: Indefinido
> Id: 191 | Año: 2021 | Título: 'Tensión en Medio Oriente: Putin llama a la "desescalada" y Erdogan aboga por dar una "lecci&o' | Comentario: 'Palestina reporta 13 niños muertos tras bombardeos israelíes en Gaza Publicado: Miércoles, 12 de Mayo de 2021 a las 08:44hrs. | Periodista Digital: EFE Los fallecidos ya son más de cuarenta, en la réplica a los ataques realizados por Hamás hacia Tel Aviv.' | Clasificación: Negativo
> Id: 277 | Año: 2022 | Título: 'Gobierno de Israel arremete contra afirmación del canciller ruso de que Hitler “tenía sangre judía”' | Comentario: 'Quizás Hitler tuvo sangre judía, una abuela de Hitler quedó embarazada mientras trabajaba de sirvienta en la casa de una familia judía, nunca se supo quién era el padre. Una de las primeras leyes raciales dictadas por Hitler fue la prohibición de que mujeres alemanas trabajaran de sirvientas en casas de familias judías. No se sabe porque a los judíos le preocupa que un genocida como Hitler haya tenido sangre judía, en definitiva los sionistas de Israel también tienen a sus propios genocidas masacrando a los palestinos.' | Clasificación: Antisemita
> Id: 120 | Año: 2022 | Título: 'Hace 80 años, los nazis planificaron la ‘solución final’ en solo 90 minutos' | Comentario: 'La Nakba es el comienzo de limpieza étnica de territorios que hasta el día de hoy mantienen los imperialistas/colonialistas sionistas sobre pueblos palestinos (musulmanes, cristianos o ateos)...pero la Shoha no tiene comparación en letalidad y programación científica/industrial de un genocidio a manos de una sociedad "culta"..."civilizada"....' | Clasificación: Antisemita
> Id: 334 | Año: 2021 | Título: 'Conflicto entre Israel y Gaza: cómo cambió el mapa de Palestina a lo largo de los años' | Comentario: 'ES PAZ POR TERRITORIOS' | Clasificación: Indefinido
> Id: 95 | Año: 2024 | Título: 'El desgarrador caso de Hind Rajab: Agonizó rodeada de cadáveres y pidiendo ayuda, nadie la auxilió' | Comentario: 'A los que recurren a la Biblia, recuerden que en esos tiempos en Costa Rica sólo había indígenas que ni idea tenían de España y los españoles. Luego vino Juan de Cavallon y bueno hoy hablamos español y tenemos pinta de españoles. Los pocos indígenas que sobrevivieron terminaron en lugares alejados del Valle Central. Y también nuestros antepasados conquitaron Costa Rica con espada en mano.' | Clasificación: Negativo
> Id: 58 | Año: 2022 | Título: 'Desierto de NÃ©guev. Imagen de referencia.' | Comentario: 'Mala información. Eso es Palestina' | Clasificación: Negativo
> Id: 3 | Año: 2022 | Título: 'Hace 80 años, los nazis planificaron la ‘solución final’ en solo 90 minutos' | Comentario: 'AHORA, A ESCRIBIR NOTAS SOBRE LAS MASACRES DE LOS JUDÍOS EN LA FRANJA DE GAZA.' | Clasificación: Antisemita
> Id: 144 | Año: 2023 | Título: 'Biden y Hamas: "Nunca pensé que vería imágenes de terroristas decapitando a niños"' | Comentario: 'No se Rick, EEUU ha mentido tantas veces en la historia que tengo serías dudas' | Clasificación: Negativo
> Id: 295 | Año: 2024 | Título: 'Lula compara a Israel y Gaza con Hitler y el genocidio de judíos: Netanyahu le responde indignado' | Comentario: 'PRIMERA VEZ QUE  CONCUERDO  CON  LULA...ESTE  PRESIDENTE JUDIO ES  PEOR QUE  HITLER, LOS  JUDIOS  HAN  ABUSADO  DEL PUEBLO PALESTINOS  POR  DECADAS..UY LOS  CULPABLES  SON  LOS EE.UU Y GRAN BRETAÑA,,,,' | Clasificación: Antisemita
> Id: 124 | Año: 2022 | Título: 'Datos que contradicen la posición histórica de Israel sobre el rol de Irán en los atentados' | Comentario: 'que extraño.' | Clasificación: Indefinido
> Id: 140 | Año: 2021 | Título: 'Conflicto: lluvia de misiles y sirenas en una de las noches más angustiantes de Tel Aviv' | Comentario: 'Todas las fotos nos muestran el enorme sufriemiento de los israelitas.....pero no hay ninguan foto de lo que sufren los palestinos.' | Clasificación: Negativo
> Id: 202 | Año: 2023 | Título: 'Agente israelí fallece en Tel Aviv tras ataque armado de un palestino: El agresor fue abatido' | Comentario: 'Un lunatico religioso menos tomandose tierras a la fuerza en nombre de su religion. Bien muerto el israeli' | Clasificación: Negativo
> Id: 169 | Año: 2023 | Título: 'Israel continúa su ofensiva por aire, mar y tierra contra la devastada Franja de Gaza' | Comentario: 'ya avisaron que empiezen a salir del centro de gaza, con eso llevarian 2/3 de gaza capturada.' | Clasificación: Negativo
> Id: 212 | Año: 2023 | Título: 'Con más de 20 mil víctimas, la campaña israelí en Gaza ya es una de las más mortíferas de la histori' | Comentario: 'Decir a medias la verdad es mentir, ,si esto no es un genocidio que es un genocidio. Hay un ejemplo muy revelador una foto de un ciudadano de Palestina enfrentándose a un tanque de guerra Israelita en una silla de ruedas , con una sola pierna , atranco con una gomera. A esto llama el NEW YORK TIMES.GUERRA.' | Clasificación: Negativo
> Id: 210 | Año: 2021 | Título: 'Jerusalén, al límite: nuevos choques entre la policía y palestinos en un lugar sagrado elevan la ten' | Comentario: 'Palestina libre. Israel sigue ocupando territorios de forma ilegal. Rompe todos y cada uno de los tratados.' | Clasificación: Negativo
> Id: 288 | Año: 2023 | Título: 'Comunidades judías piden a la RAE suprimir la acepción de judío como ‘persona avariciosa’' | Comentario: 'En Panama se tiene un mal concepto de los judios, y es por culpa de los mismos judios locales. No todos los judios tienen empresas,  no todos prestan dinero y no todos son avaros, hay judios que trabajan para otros judios, etc.' | Clasificación: Antisemita
> Id: 247 | Año: 2021 | Título: 'Centro Simon Wiesenthal acusa a Congreso chileno de avanzar hacia leyes racistas y antisemitas' | Comentario: 'Siempre victomizandose ellos, los Juden, la flor de la basura en la tierra, creados por el mismísimo diablo.' | Clasificación: Antisemita
> Id: 24 | Año: 2023 | Título: 'Estalla guerra entre Israel y Gaza con combates en tierra y bombardeos' | Comentario: 'A LA ONU NUCA LE INTERESO   INTERVENIR...EN LA ZONA, PARA QUE LOS 2 PUEBLOS TUVIESEN UNA PATRIA. Y PUDIESEN VIVIR EN PAZ DEFINITIVAMENTE! SIEMPRE PASA QUE  UNO QUIERE TODO Y EL OTRO TAMBIEN! ESTA ES UNA GUERRA "ETERNA" POLITICO-RELIGIOSO!!!' | Clasificación: Negativo
> Id: 178 | Año: 2022 | Título: 'Ataques, plantas destruidas y cosechas robadas: la violencia de los colonos israelíes durante la rec' | Comentario: 'Unos abusos  y cobardes los israelíes que hacen eso, parecen nazis.' | Clasificación: Antisemita
> Id: 319 | Año: 2024 | Título: 'Alemania no puede borrar su pasado nazi: el increíble pronóstico electoral si se votara hoy' | Comentario: 'Se avivaron tarde , pero se avivaron .' | Clasificación: Indefinido
> Id: 349 | Año: 2022 | Título: 'Gaza: un agricultor descubrió un impactante mosaico de la era bizantina mientras trabajaba en su hue' | Comentario: 'Fue en Olivos o en Gaza? al final' | Clasificación: Indefinido
> Id: 185 | Año: 2024 | Título: 'Matyszczyk tras cruce con Petinatti: “Nunca fui, ni cerca, antisemita; todo lo contrario”' | Comentario: 'La estrella que falta en la bandera EEUU  es la del estado de ISRAEL' | Clasificación: Negativo
> Id: 170 | Año: 2023 | Título: 'Parlatino adopta definición del antisemitismo de IRHA' | Comentario: 'Deben adoptarse medidas para denunciar manifestaciones de odio contra palestinos en el mundo. ISRAEL ataca población civil y mezquitas en JERUSALÉN y territorios ocupados ante el silencio cómplice del mundo occidental.' | Clasificación: Negativo
> Id: 323 | Año: 2022 | Título: 'Israel detecta el primer caso de "flurona", una infección de coronavirus y gripe a la vez' | Comentario: 'Tenias razon! Es el year de los pajarracos. Voy a copiar este posteo de referencia. No queda duda que ta te lo quieres comer. Pato de vergaaa' | Clasificación: Indefinido
> Id: 143 | Año: 2024 | Título: 'EE. UU: soldado se quema ante embajada israelí en protesta por los ataques en Gaza' | Comentario: 'que huevos!!!y el estupido que lo apunta con la pistola en vez de hacer algo para salvarlo?????? es a ese que hay que prender fuego!como sera la mentira y manipulacion de eua e israel para tener que llegar a esto!' | Clasificación: Antisemita
> Id: 147 | Año: 2022 | Título: 'Asumió el nuevo directorio de la Institución Nacional de Derechos Humanos' | Comentario: 'Curreros, el negocio de los huesitos.' | Clasificación: Negativo
> Id: 91 | Año: 2024 | Título: 'Israel realizó un “bombardeo selectivo” en Beirut: su objetivo era matar a jefe de Hezbolá' | Comentario: 'Los sionistas fueron tan estúpidos de robar un desierto casi sin agua. Sion, la tierra prometida de su estúpido dios, es un desierto inservible. Por eso quieren tanto los altos de Golán: tiene agua dulce.Gente tan estúpida de querer meterse a la fuerza en un desierto apenas habitable, no puede ser elegida por ningún Dios inteligente.Me hace sentir orgullo de tener sangre Española. A la hora de robar tierra, la eligieron fértil, con oro o sirvientes. No desiertos asquerosos casi inhabitables. Eso es de down sionista.' | Clasificación: Negativo
> Id: 81 | Año: 2022 | Título: 'Damas Israelitas realizarán venta de ropa para ayudar a niños con cáncer' | Comentario: 'Quieren hacer cambios en el mundo...?? Que los sionistas dejen de usurpar territorios palestinos... Y que los judíos dejen de apoyar el sionismo... Por ahí podrían comenzar...' | Clasificación: Antisemita
> Id: 321 | Año: 2021 | Título: 'Israel registra más de 300 casos diarios de covid-19 por primera vez desde abril' | Comentario: 'Bah ¿y cómo dijeron que la vacuna pzifer era tan buena?' | Clasificación: Indefinido
> Id: 256 | Año: 2022 | Título: 'Whoopi Goldberg suspendida de su programa tras dichos del Holocausto: "No tuvo que ver con la r' | Comentario: 'Curioso el caso de esta afro. Negra de raza, con apellido eminentemete judío dijo una verdad del porte de un buque. Blancos contra blancos fue lo de los nazis contra judíos, comunistas, gitanos, polacos etc. Lo mismo que los bolcheviques rojos contra rusos "blancos" todos ellos blancos. Napoléon, blanco, arrasó media Europa también blanca. Las ideologías y el imperialismo han asesinado mas gente que las que murieron en el holacausto y no por asunto de raza y para peor, parece que los israelíes (blancos) son como le padre Gatica que predica pero no practica. Ahí están Gaza, Shatila, Sabra y Cisjordania y los judíos también tienen a su Hitler en escala menor: Sharon, ambos pudriéndose en los quintos infiernos' | Clasificación: Antisemita
> Id: 217 | Año: 2023 | Título: 'Israel afirma que encontró en hospital de Gaza auto de uno de rehenes que mató “por error”' | Comentario: 'La mayoría son muertes por error por parte del Estado Genocida de Israel.' | Clasificación: Antisemita
> Id: 166 | Año: 2021 | Título: 'La bandera nacional palestina ondea a media asta en el centro de la ciudad de HebrÃ³n en Cisjordania' | Comentario: 'Se les acabó el patrocinio genocida a israel. Que se queden con el pedazo que les regalaron y dejen de fastidiar a los vecinos que ya estaban.' | Clasificación: Negativo
> Id: 204 | Año: 2023 | Título: 'Conflicto en Medio Oriente: Netanyahu y líder de la oposición forman gobierno "de emer' | Comentario: 'VIVA HAMAS HEROES, NO A LOS TERRORISTAS DE LOS MAL DITOS JUDIOS, SOLO SIRVEN PARA LOS HORNOS' | Clasificación: Antisemita
> Id: 177 | Año: 2021 | Título: 'Petinatti escrachó a un edil que opinó que Hitler no estaba "tan equivocado"' | Comentario: 'Ya lo sabemos si. Claro que para Israel, decir que los judíos se han aprovechado del holocausto, o que oprimen a los palestinos y han transformado Gaza en el mayor campo de concentración de la Historia, es antisemitismo. Por las dudas, al señor policía y fiscal le digo que mis comentarios en este panfleto virtual no son antisemitas sino anti-Maccabi, antisionistas o antijudios. Si quieres saber quién manda sobre ti, entérate de a quién no puedes criticar.[Imagen]' | Clasificación: Antisemita
> Id: 49 | Año: 2023 | Título: 'La Casa Blanca encuentra trabas para restaurar el poder de la Autoridad Palestina para la posguerra' | Comentario: 'La cuestión para que sigan matando  es que EE UU  recibe órdenes de Israel.' | Clasificación: Negativo
